2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	0	0	2	2	0	0	0	2	2	0	0	0	0	0	2	2	0	0	2
2	2	0	2	2	0	2	0	0	2	0	2	2	2	0	2	0	0	0	2
2	2	0	2	0	0	2	2	0	2	0	2	2	2	0	2	0	2	2	2
2	0	0	2	0	2	2	2	0	0	0	2	2	2	0	2	0	2	2	2
2	0	2	2	0	2	2	2	2	2	2	2	0	0	0	2	0	0	2	2
2	0	2	2	0	0	0	0	0	2	2	2	0	2	2	2	2	0	2	2
2	0	2	2	2	2	2	2	0	2	2	2	0	2	2	2	0	0	2	2
2	0	0	0	0	0	2	2	0	2	2	0	0	2	0	0	0	2	2	2
2	2	2	2	0	2	2	2	0	2	2	0	2	2	0	2	2	2	2	2
2	2	2	2	0	2	2	2	0	2	2	0	2	2	0	0	0	2	0	2
2	0	0	0	0	2	2	2	0	2	2	0	2	2	2	2	0	2	0	2
2	0	2	2	2	2	2	2	0	2	2	0	2	2	0	0	0	2	0	2
2	0	0	0	0	0	2	2	0	2	2	0	2	2	0	2	2	2	0	2
2	2	2	0	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	2
2	2	2	0	2	2	2	2	2	0	2	0	2	2	0	0	0	0	0	2
2	0	0	0	0	0	0	2	2	0	2	0	2	2	2	2	2	2	0	2
2	0	2	2	2	2	0	0	0	0	2	0	2	2	2	2	2	0	0	2
2	0	2	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
6	14																		
19	3																		
18	18																		
